T11,Intentional homicides and other crimes,,,,,
784,United Arab Emirates,2018,"Assault rate per 100,000 population",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
784,United Arab Emirates,2018,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
784,United Arab Emirates,2018,"Theft at the national level, rate per 100,000 population",48.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2005,"Intentional homicide rates per 100,000",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2005,"Percentage of male and female intentional homicide victims, Male",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2005,"Percentage of male and female intentional homicide victims, Female",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2010,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2010,"Percentage of male and female intentional homicide victims, Male",1.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2010,"Percentage of male and female intentional homicide victims, Female",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2018,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2018,"Percentage of male and female intentional homicide victims, Male",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
826,United Kingdom,2018,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2004,"Intentional homicide rates per 100,000",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Intentional homicide rates per 100,000",8.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Male",15.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Percentage of male and female intentional homicide victims, Female",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Robbery at the national level, rate per 100,000 population",26.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2010,"Total Sexual Violence at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Intentional homicide rates per 100,000",7.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Male",12.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Percentage of male and female intentional homicide victims, Female",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Assault rate per 100,000 population",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Theft at the national level, rate per 100,000 population",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Robbery at the national level, rate per 100,000 population",18.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2015,"Total Sexual Violence at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
834,United Rep. of Tanzania,2016,"Intentional homicide rates per 100,000",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2005,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2005,"Percentage of male and female intentional homicide victims, Male",9.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2005,"Percentage of male and female intentional homicide victims, Female",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2005,"Assault rate per 100,000 population",292.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2005,"Theft at the national level, rate per 100,000 population","2,299.5",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Intentional homicide rates per 100,000",4.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Percentage of male and female intentional homicide victims, Male",7.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Percentage of male and female intentional homicide victims, Female",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Assault rate per 100,000 population",253.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Theft at the national level, rate per 100,000 population","2,007.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2010,"Robbery at the national level, rate per 100,000 population",119.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Intentional homicide rates per 100,000",5.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Percentage of male and female intentional homicide victims, Male",8.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Percentage of male and female intentional homicide victims, Female",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Assault rate per 100,000 population",249.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Theft at the national level, rate per 100,000 population","1,695.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2017,"Robbery at the national level, rate per 100,000 population",98.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2018,"Intentional homicide rates per 100,000",5.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2018,"Percentage of male and female intentional homicide victims, Male",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2018,"Percentage of male and female intentional homicide victims, Female",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2018,"Assault rate per 100,000 population",246.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
840,United States of America,2018,"Theft at the national level, rate per 100,000 population","1,595.0",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2005,"Intentional homicide rates per 100,000",34.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Male",65.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2005,"Percentage of male and female intentional homicide victims, Female",5.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2010,"Intentional homicide rates per 100,000",52.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Male",96.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2010,"Percentage of male and female intentional homicide victims, Female",12.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2012,"Intentional homicide rates per 100,000",49.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Male",99.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
850,United States Virgin Islands,2012,"Percentage of male and female intentional homicide victims, Female",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
858,Uruguay,2003,"Intentional homicide rates per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
858,Uruguay,2003,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
858,Uruguay,2003,"Theft at the national level, rate per 100,000 population","2,906.6",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
